rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
5834	ENSG00000170571	EMB	embigin [Source:HGNC Symbol;Acc:HGNC:30465]	5	q11.1	-1	50396192	50443248	-0.219173523	0.118000052
5835	ENSG00000256947			11	q23.2	-1	114210616	114356571	-0.32826309	0.118140835
5836	ENSG00000148362	C9orf142	chromosome 9 open reading frame 142 [Source:HGNC Symbol;Acc:HGNC:27849]	9	q34.3	1	136992418	136993984	-0.190332772	0.118186046
5837	ENSG00000183145	RIPPLY3	ripply transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:3047]	21	q22.13	1	37006150	37019659	-0.21654767	0.118548587
5838	ENSG00000100365	NCF4	"neutrophil cytosolic factor 4, 40kDa [Source:HGNC Symbol;Acc:HGNC:7662]"	22	q12.3	1	36860988	36878015	0.397426704	0.118661354
5839	ENSG00000197935	ZNF311	zinc finger protein 311 [Source:HGNC Symbol;Acc:HGNC:13847]	6	p22.1	-1	28994785	29005316	0.275288717	0.118774312
5840	ENSG00000079841	RIMS1	regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]	6	q13	1	71886703	72403143	0.482488699	0.118799172
5841	ENSG00000166106	ADAMTS15	"ADAM metallopeptidase with thrombospondin type 1 motif, 15 [Source:HGNC Symbol;Acc:HGNC:16305]"	11	q24.3	1	130448974	130476641	-0.303698261	0.118799172
5842	ENSG00000181450	ZNF678	zinc finger protein 678 [Source:HGNC Symbol;Acc:HGNC:28652]	1	q42.13	1	227563543	227677443	-0.377798384	0.118799172
5843	ENSG00000154134	ROBO3	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]	11	q24.2	1	124865386	124881470	-0.293572174	0.118971558
5844	ENSG00000168703	WFDC12	WAP four-disulfide core domain 12 [Source:HGNC Symbol;Acc:HGNC:16115]	20	q13.12	-1	45123425	45124465	-0.566659069	0.119145183
5845	ENSG00000138604	GLCE	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]	15	q23	1	69160584	69272217	-0.242828098	0.119229199
5846	ENSG00000075240	GRAMD4	GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]	22	q13.31	1	46576012	46679790	-0.330184661	0.119416439
5847	ENSG00000102921	N4BP1	NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]	16	q12.1	-1	48538726	48620148	-0.29620956	0.119416439
5848	ENSG00000135472	FAIM2	Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]	12	q13.12	-1	49866896	49904217	-0.260060668	0.119416439
5849	ENSG00000155307	SAMSN1	"SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]"	21	q11.2	-1	14485228	14583402	0.595164361	0.119477771
5850	ENSG00000163599	CTLA4	cytotoxic T-lymphocyte-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]	2	q33.2	1	203867786	203873960	0.432856605	0.119478937
5851	ENSG00000197991	PCDH20	protocadherin 20 [Source:HGNC Symbol;Acc:HGNC:14257]	13	q21.2	-1	61409858	61427849	0.389747821	0.119516082
5852	ENSG00000149534	MS4A2	"membrane-spanning 4-domains, subfamily A, member 2 [Source:HGNC Symbol;Acc:HGNC:7316]"	11	q12.1	1	60088261	60098466	0.232940155	0.119536083
5853	ENSG00000033327	GAB2	GRB2-associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]	11	q14.1	-1	78215297	78418348	-0.245451317	0.120129817
5854	ENSG00000137880	GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	15	q15.1	1	40764020	40767710	-0.384550895	0.120138043
5855	ENSG00000112029	FBXO5	F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]	6	q25.2	-1	152970519	152983579	0.251814047	0.120331067
5856	ENSG00000123104	ITPR2	"inositol 1,4,5-trisphosphate receptor, type 2 [Source:HGNC Symbol;Acc:HGNC:6181]"	12	p11.23	-1	26336515	26833198	0.190963904	0.120331067
5857	ENSG00000169758	C15orf27	chromosome 15 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:26763]	15	q24.2	1	76059837	76229121	-0.270194924	0.120331067
5858	ENSG00000158887	MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	1	q23.3	-1	161304735	161309972	-0.489871729	0.121027723
5859	ENSG00000105576	TNPO2	transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]	19	p13.13	-1	12699194	12724011	-0.233895619	0.121177523
5860	ENSG00000073060	SCARB1	"scavenger receptor class B, member 1 [Source:HGNC Symbol;Acc:HGNC:1664]"	12	q24.31	-1	124776856	124882668	-0.335294304	0.121222997
5861	ENSG00000136848	DAB2IP	DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]	9	q33.2	1	121567057	121785530	-0.204474403	0.121271905
5862	ENSG00000117620	SLC35A3	"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 [Source:HGNC Symbol;Acc:HGNC:11023]"	1	p21.2	1	99969789	100026979	0.231191795	0.121296199
5863	ENSG00000140416	TPM1	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:12010]	15	q22.2	1	63042632	63071915	-0.401538647	0.121468807
5864	ENSG00000004848	ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]	X	p21.3	-1	25003694	25015948	0.747413316	0.121678769
5865	ENSG00000231920	NEBL-AS1	NEBL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44899]	10	p12.31	1	21174014	21175048	-0.285740168	0.12194947
5866	ENSG00000104856	RELB	v-rel avian reticuloendotheliosis viral oncogene homolog B [Source:HGNC Symbol;Acc:HGNC:9956]	19	q13.32	1	45001430	45038198	-0.273867633	0.122025756
5867	ENSG00000259793			2	q37.1	-1	233351132	233353416	-0.319707934	0.122864562
5868	ENSG00000067082	KLF6	Kruppel-like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]	10	p15.2	-1	3775996	3785281	-0.338408557	0.122980671
5869	ENSG00000103966	EHD4	EH-domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]	15	q15.1	-1	41895939	41972578	0.290269665	0.1232059
5870	ENSG00000005844	ITGAL	"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:HGNC:6148]"	16	p11.2	1	30472658	30523185	0.429666637	0.123256226
5871	ENSG00000261338			2	q35	1	218255319	218257366	0.29551249	0.123350791
5872	ENSG00000096996	IL12RB1	"interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]"	19	p13.11	-1	18058995	18098944	0.386459846	0.123360079
5873	ENSG00000184117	NIPSNAP1	nipsnap homolog 1 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:7827]	22	q12.2	-1	29554808	29581337	0.357310932	0.123360079
5874	ENSG00000123575	FAM199X	"family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]"	X	q22.2	1	104166620	104195902	0.237634231	0.123374481
5875	ENSG00000132463	GRSF1	G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]	4	q13.3	-1	70815782	70839945	-0.21669701	0.12360448
5876	ENSG00000167900	TK1	"thymidine kinase 1, soluble [Source:HGNC Symbol;Acc:HGNC:11830]"	17	q25.3	-1	78174075	78187233	-0.249692805	0.123678092
5877	ENSG00000169891	REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	X	p22.2	1	16946691	17153280	-0.347338292	0.123793755
5878	ENSG00000114529	C3orf52	chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]	3	q13.2	1	112086335	112131004	-0.299744386	0.123829425
5879	ENSG00000170989	S1PR1	sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]	1	p21.2	1	101236888	101241518	0.261531458	0.123844681
5880	ENSG00000113569	NUP155	nucleoporin 155kDa [Source:HGNC Symbol;Acc:HGNC:8063]	5	p13.2	-1	37288137	37371181	-0.27691339	0.124038587
5881	ENSG00000110429	FBXO3	F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582]	11	p13	-1	33740939	33774543	0.219779863	0.124047483
5882	ENSG00000178882	FAM101A	"family with sequence similarity 101, member A [Source:HGNC Symbol;Acc:HGNC:27051]"	12	q24.31	1	123973215	124316024	0.383616809	0.124300682
5883	ENSG00000171310	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	12	q23.3	1	104455295	104762014	0.3932974	0.124409651
5884	ENSG00000166439	RNF169	ring finger protein 169 [Source:HGNC Symbol;Acc:HGNC:26961]	11	q13.4	1	74748868	74842413	-0.282726867	0.124565586
5885	ENSG00000181588	MEX3D	mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734]	19	p13.3	-1	1554669	1568058	-0.430541694	0.124582993
5886	ENSG00000132205	EMILIN2	elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881]	18	p11.32	1	2847030	2915993	0.331850323	0.125014722
5887	ENSG00000269834	ZNF528-AS1	ZNF528 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51305]	19	q13.41	-1	52388842	52397766	-0.280493414	0.125305048
5888	ENSG00000172932	ANKRD13D	"ankyrin repeat domain 13 family, member D [Source:HGNC Symbol;Acc:HGNC:27880]"	11	q13.2	1	67288547	67302485	-0.173003929	0.125443945
5889	ENSG00000245937	LINC01184	long intergenic non-protein coding RNA 1184 [Source:HGNC Symbol;Acc:HGNC:49565]	5	q23.3	-1	127940426	128083172	-0.281609524	0.125478011
5890	ENSG00000187531	SIRT7	sirtuin 7 [Source:HGNC Symbol;Acc:HGNC:14935]	17	q25.3	-1	81911939	81921323	-0.227546465	0.125758485
5891	ENSG00000148908	RGS10	regulator of G-protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	10	q26.11	-1	119499828	119542708	-0.198335419	0.126722616
5892	ENSG00000141562	NARF	nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]	17	q25.3	1	82458180	82490537	-0.197661044	0.127149201
5893	ENSG00000134057	CCNB1	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]	5	q13.2	1	69167010	69178245	-0.253613108	0.127201242
5894	ENSG00000109944	C11orf63	chromosome 11 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:26288]	11	q24.1	1	122882528	122959798	0.280052082	0.127212606
5895	ENSG00000119535	CSF3R	colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:HGNC:2439]	1	p34.3	-1	36466043	36483278	0.21524777	0.127491798
5896	ENSG00000163430	FSTL1	follistatin-like 1 [Source:HGNC Symbol;Acc:HGNC:3972]	3	q13.33	-1	120392293	120451253	-0.420217381	0.127583014
5897	ENSG00000165929	TC2N	"tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]"	14	q32.12	-1	91779751	91867536	0.304851907	0.127646364
5898	ENSG00000142530	FAM71E1	"family with sequence similarity 71, member E1 [Source:HGNC Symbol;Acc:HGNC:25107]"	19	q13.33	-1	50466785	50476753	-0.241293882	0.127749493
5899	ENSG00000106948	AKNA	AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]	9	q32	-1	114334156	114394405	0.297799021	0.1278904
5900	ENSG00000248485	PCP4L1	Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]	1	q23.3	1	161258727	161285450	0.446571537	0.127966349
5901	ENSG00000165757	KIAA1462	KIAA1462 [Source:HGNC Symbol;Acc:HGNC:29283]	10	p11.23	-1	30012800	30115494	0.300396162	0.128718557
5902	ENSG00000134107	BHLHE40	"basic helix-loop-helix family, member e40 [Source:HGNC Symbol;Acc:HGNC:1046]"	3	p26.1	1	4979116	4985323	-0.582459869	0.128960739
5903	ENSG00000166922	SCG5	secretogranin V [Source:HGNC Symbol;Acc:HGNC:10816]	15	q13.3	1	32641676	32697098	0.565771734	0.129079934
5904	ENSG00000136045	PWP1	"PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]"	12	q23.3	1	107685732	107713167	0.212537744	0.129091833
5905	ENSG00000168918	INPP5D	"inositol polyphosphate-5-phosphatase, 145kDa [Source:HGNC Symbol;Acc:HGNC:6079]"	2	q37.1	1	233059967	233207903	0.399583896	0.129091833
5906	ENSG00000108984	MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]	17	q24.3	1	69414698	69543331	0.327066631	0.129167214
5907	ENSG00000150681	RGS18	regulator of G-protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261]	1	q31.2	1	192158457	192185815	0.413715003	0.129195274
5908	ENSG00000050555	LAMC3	"laminin, gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]"	9	q34.12	1	131009082	131094473	-0.360561925	0.129248031
5909	ENSG00000157764	BRAF	"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"	7	q34	-1	140719327	140924764	-0.263591837	0.129248031
5910	ENSG00000139329	LUM	lumican [Source:HGNC Symbol;Acc:HGNC:6724]	12	q21.33	-1	91102629	91111831	0.469658084	0.129359288
5911	ENSG00000204498	NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1 [Source:HGNC Symbol;Acc:HGNC:7800]	6	p21.33	1	31546870	31558829	-0.208205304	0.12936799
5912	ENSG00000213339	QTRT1	queuine tRNA-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23797]	19	p13.2	1	10701430	10713437	-0.216477216	0.12936799
5913	ENSG00000185238	PRMT3	protein arginine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30163]	11	p15.1	1	20387530	20509294	-0.236898999	0.129537204
5914	ENSG00000157110	RBPMS	RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:HGNC:19097]	8	p12	1	30384479	30572261	-0.47091414	0.129692781
5915	ENSG00000174640	SLCO2A1	"solute carrier organic anion transporter family, member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]"	3	q22.2	-1	133932696	134052184	0.288124395	0.129840583
5916	ENSG00000140526	ABHD2	abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]	15	q26.1	1	89087459	89202360	0.497414599	0.130004539
5917	ENSG00000115271	GCA	"grancalcin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:HGNC:15990]"	2	q24.2	1	162318840	162371595	-0.247742349	0.130107016
5918	ENSG00000134201	GSTM5	glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]	1	p13.3	1	109712255	109775428	0.31034186	0.130135116
5919	ENSG00000153162	BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]	6	p24.3	1	7726797	7881422	0.31761365	0.130518347
5920	ENSG00000168487	BMP1	bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]	8	p21.3	1	22164736	22212326	-0.300346779	0.130599865
5921	ENSG00000162687	KCNT2	"potassium channel, sodium activated subfamily T, member 2 [Source:HGNC Symbol;Acc:HGNC:18866]"	1	q31.3	-1	196225779	196609225	0.498444221	0.130961539
5922	ENSG00000036530	CYP46A1	"cytochrome P450, family 46, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2641]"	14	q32.2	1	99684304	99727301	-0.211494819	0.131076461
5923	ENSG00000136274	NACAD	NAC alpha domain containing [Source:HGNC Symbol;Acc:HGNC:22196]	7	p13	-1	45080438	45088914	-0.30222946	0.131147376
5924	ENSG00000121690	DEPDC7	DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899]	11	p13	1	33015864	33033582	-0.265774894	0.131304067
5925	ENSG00000082258	CCNT2	cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]	2	q21.3	1	134918235	134959342	-0.231439647	0.131560267
5926	ENSG00000113319	RASGRF2	Ras protein-specific guanine nucleotide-releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]	5	q14.1	1	80960672	81230156	-0.249188139	0.131562212
5927	ENSG00000214226	C17orf67	chromosome 17 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:27900]	17	q22	-1	56791913	56838773	-0.211840359	0.131651775
5928	ENSG00000183963	SMTN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]	22	q12.2	1	31064105	31104757	0.397749378	0.131783727
5929	ENSG00000074047	GLI2	GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318]	2	q14.2	1	120735623	120992653	0.251944717	0.131799342
5930	ENSG00000137413	TAF8	"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa [Source:HGNC Symbol;Acc:HGNC:17300]"	6	p21.1	1	42050513	42087461	0.24237487	0.131865272
5931	ENSG00000161558	TMEM143	transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603]	19	q13.33	-1	48332356	48364237	-0.302767123	0.131865272
5932	ENSG00000197566	ZNF624	zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]	17	p11.2	-1	16620737	16653856	0.231004005	0.132069978
5933	ENSG00000158769	F11R	F11 receptor [Source:HGNC Symbol;Acc:HGNC:14685]	1	q23.3	-1	160995211	161021348	-0.343582776	0.132107445
5934	ENSG00000196196	HRCT1	histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]	9	p13.3	1	35906192	35907141	-0.243170574	0.132233314
5935	ENSG00000158258	CLSTN2	calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]	3	q23	1	139935185	140577397	0.738328169	0.132303322
5936	ENSG00000175535	PNLIP	pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]	10	q25.3	1	116545931	116567855	0.263344876	0.132498749
5937	ENSG00000086062	B4GALT1	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:924]"	9	p21.1	-1	33104082	33167356	-0.257447751	0.132629835
5938	ENSG00000079616	KIF22	kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]	16	p11.2	1	29790719	29805385	-0.356654366	0.132638635
5939	ENSG00000126261	UBA2	ubiquitin-like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]	19	q13.11	1	34428352	34471251	0.20570901	0.132843328
5940	ENSG00000168806	LCMT2	leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558]	15	q15.3	-1	43323649	43330605	0.184534132	0.13293651
5941	ENSG00000162783	IER5	immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]	1	q25.3	1	181088712	181092899	0.310791436	0.133269441
5942	ENSG00000168779	SHOX2	short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854]	3	q25.32	-1	158095954	158106503	0.473035202	0.133659669
5943	ENSG00000133740	E2F5	"E2F transcription factor 5, p130-binding [Source:HGNC Symbol;Acc:HGNC:3119]"	8	q21.2	1	85177225	85217158	0.207226156	0.134202024
5944	ENSG00000165349	SLC7A3	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:HGNC Symbol;Acc:HGNC:11061]"	X	q13.1	-1	70925582	70931125	-0.662885755	0.134464979
5945	ENSG00000122224	LY9	lymphocyte antigen 9 [Source:HGNC Symbol;Acc:HGNC:6730]	1	q23.3	1	160796074	160828261	0.318898644	0.134481275
5946	ENSG00000005073	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	7	p15.2	-1	27181510	27185223	0.388592788	0.134622375
5947	ENSG00000054938	CHRDL2	chordin-like 2 [Source:HGNC Symbol;Acc:HGNC:24168]	11	q13.4	-1	74696429	74731385	0.58248202	0.134711347
5948	ENSG00000185246	PRPF39	pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314]	14	q21.2	1	45084099	45116282	-0.219468132	0.134758486
5949	ENSG00000160991	ORAI2	ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]	7	q22.1	1	102433106	102456821	-0.25954665	0.13481452
5950	ENSG00000164244	PRRC1	proline-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164]	5	q23.2	1	127517609	127555089	0.344665139	0.135025637
5951	ENSG00000152495	CAMK4	calcium/calmodulin-dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	5	q22.1	1	111223653	111494886	0.355049416	0.135124824
5952	ENSG00000166788	SAAL1	serum amyloid A-like 1 [Source:HGNC Symbol;Acc:HGNC:25158]	11	p15.1	-1	18069935	18106091	0.234515065	0.135124824
5953	ENSG00000062370	ZNF112	zinc finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12892]	19	q13.31	-1	44326555	44367217	-0.213865461	0.135153913
5954	ENSG00000162004	CCDC78	coiled-coil domain containing 78 [Source:HGNC Symbol;Acc:HGNC:14153]	16	p13.3	-1	722582	726954	-0.348570501	0.135153913
5955	ENSG00000119820	YIPF4	"Yip1 domain family, member 4 [Source:HGNC Symbol;Acc:HGNC:28145]"	2	p22.3	1	32277910	32316594	0.226545885	0.135699477
5956	ENSG00000002933	TMEM176A	transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]	7	q36.1	1	150800403	150805120	0.489255208	0.135779022
5957	ENSG00000113555	PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657]	5	q31.3	-1	141943585	141969741	0.265064879	0.135779022
5958	ENSG00000166387	PPFIBP2	"PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:HGNC Symbol;Acc:HGNC:9250]"	11	p15.4	1	7513298	7657127	-0.319942293	0.135888905
5959	ENSG00000226645			11	q23.3	1	116773389	116774205	-0.204757237	0.135896441
5960	ENSG00000197594	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]	6	q23.2	1	131808016	131895155	0.279051401	0.135953451
5961	ENSG00000104870	FCGRT	"Fc fragment of IgG, receptor, transporter, alpha [Source:HGNC Symbol;Acc:HGNC:3621]"	19	q13.33	1	49506816	49526333	0.219134888	0.135968641
5962	ENSG00000037042	TUBG2	"tubulin, gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]"	17	q21.2	1	42659305	42667006	-0.304908764	0.135983731
5963	ENSG00000143067	ZNF697	zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]	1	p12	-1	119619422	119647773	0.408520381	0.135983731
5964	ENSG00000137486	ARRB1	"arrestin, beta 1 [Source:HGNC Symbol;Acc:HGNC:711]"	11	q13.4	-1	75264182	75351705	0.277552435	0.136121176
5965	ENSG00000138944	KIAA1644	KIAA1644 [Source:HGNC Symbol;Acc:HGNC:29335]	22	q13.31	-1	44243667	44312851	0.372240033	0.136121176
5966	ENSG00000156928	MALSU1	mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]	7	p15.3	1	23298739	23311729	-0.330833043	0.136121176
5967	ENSG00000240875	LINC00886	long intergenic non-protein coding RNA 886 [Source:HGNC Symbol;Acc:HGNC:48572]	3	q25.31	-1	156747346	156817062	-0.307783451	0.136177863
5968	ENSG00000079999	KEAP1	kelch-like ECH-associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]	19	p13.2	-1	10486120	10503741	-0.209430391	0.136262029
5969	ENSG00000102796	DHRS12	dehydrogenase/reductase (SDR family) member 12 [Source:HGNC Symbol;Acc:HGNC:25832]	13	q14.3	-1	51767993	51804157	-0.213111184	0.136262029
5970	ENSG00000206560	ANKRD28	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	3	p25.1	-1	15667236	15859771	-0.344027216	0.136443497
5971	ENSG00000130038	CRACR2A	calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657]	12	p13.32	-1	3606633	3764819	0.470781865	0.136581264
5972	ENSG00000121680	PEX16	peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857]	11	p11.2	-1	45909669	45918812	-0.346807657	0.136688865
5973	ENSG00000107957	SH3PXD2A	SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]	10	q24.33	-1	103594027	103855543	0.398422887	0.136902161
5974	ENSG00000153993	SEMA3D	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:HGNC Symbol;Acc:HGNC:10726]"	7	q21.11	-1	84995553	85186855	0.323295613	0.136902161
5975	ENSG00000161958	FGF11	fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]	17	p13.1	1	7438273	7444937	-0.160632221	0.136953195
5976	ENSG00000175221	MED16	mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]	19	p13.3	-1	867630	893218	-0.251237438	0.137005004
5977	ENSG00000107186	MPDZ	multiple PDZ domain protein [Source:HGNC Symbol;Acc:HGNC:7208]	9	p23	-1	13105704	13279590	0.267522945	0.137031676
5978	ENSG00000123983	ACSL3	acyl-CoA synthetase long-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]	2	q36.1	1	222860934	222944639	-0.372061386	0.137194951
5979	ENSG00000085382	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]	6	q16.3	-1	104728093	104859919	-0.197056229	0.13725069
5980	ENSG00000087076	HSD17B14	hydroxysteroid (17-beta) dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:23238]	19	q13.33	-1	48813017	48836678	-0.233693347	0.137289213
5981	ENSG00000136710	CCDC115	coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:HGNC:28178]	2	q21.1	-1	130338241	130342349	0.194512278	0.137289213
5982	ENSG00000028203	VEZT	"vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]"	12	q22	1	95217746	95302790	-0.259057833	0.137799826
5983	ENSG00000071054	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	2	q11.2	1	101696850	101894689	-0.342012263	0.137954458
5984	ENSG00000124120	TTPAL	tocopherol (alpha) transfer protein-like [Source:HGNC Symbol;Acc:HGNC:16114]	20	q13.12	1	44475886	44494603	0.272369356	0.138015433
5985	ENSG00000136807	CDK9	cyclin-dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780]	9	q34.11	1	127785679	127790787	-0.294249673	0.138132124
5986	ENSG00000108474	PIGL	"phosphatidylinositol glycan anchor biosynthesis, class L [Source:HGNC Symbol;Acc:HGNC:8966]"	17	p11.2	1	16217191	16351797	-0.221343306	0.138249442
5987	ENSG00000114554	PLXNA1	plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]	3	q21.3	1	126988594	127037392	-0.291098373	0.138249442
5988	ENSG00000165061	ZMAT4	"zinc finger, matrin-type 4 [Source:HGNC Symbol;Acc:HGNC:25844]"	8	p11.21	-1	40530590	40897833	-0.306685752	0.138358543
5989	ENSG00000196872	KIAA1211L	KIAA1211-like [Source:HGNC Symbol;Acc:HGNC:33454]	2	q11.2	-1	98793846	98936259	0.371874365	0.138845861
5990	ENSG00000154429	CCSAP	"centriole, cilia and spindle-associated protein [Source:HGNC Symbol;Acc:HGNC:29578]"	1	q42.13	-1	229321005	229343294	-0.206275922	0.139000424
