gene_no	ensembl_id	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
10595	ENSG00000168907	14702	PLA2G4F	phospholipase A2, group IVF [Source:HGNC Symbol;Acc:HGNC:27396]	15	q15.1	-1	42139034	42156636	0.04	5.48E-01	3975	PLA2G4F	phospholipase A2, group IVF [Source:HGNC Symbol;Acc:HGNC:27396]	15	q15.1	-1	42139034	42156636	-0.471439095	0.006213928
10596	ENSG00000168913	2075	ENHO	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]	9	p13.3	-1	34521040	34523041	-0.88	1.50E-20	2384	ENHO	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]	9	p13.3	-1	34521040	34523041	-0.884036495	1.55E-05
10597	ENSG00000168916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7656	ZNF608	zinc finger protein 608 [Source:HGNC Symbol;Acc:HGNC:29238]	5	q23.2	-1	124636913	124748807	-0.16880393	0.508422405
10598	ENSG00000168918	898	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa [Source:HGNC Symbol;Acc:HGNC:6079]	2	q37.1	1	233059967	233207903	-0.60	1.59E-35	5905	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa [Source:HGNC Symbol;Acc:HGNC:6079]	2	q37.1	1	233059967	233207903	0.399583896	0.129091833
10599	ENSG00000168924	1162	LETM1	leucine zipper-EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]	4	p16.3	-1	1811479	1856247	0.51	4.84E-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10600	ENSG00000168930	14813	TRIM49	tripartite motif containing 49 [Source:HGNC Symbol;Acc:HGNC:13431]	11	q14.3	-1	89797655	89808575	0.04	5.70E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10601	ENSG00000168936	6620	TMEM129	transmembrane protein 129, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:25137]	4	p16.3	-1	1715952	1721358	0.18	1.11E-05	1649	TMEM129	transmembrane protein 129, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:25137]	4	p16.3	-1	1715952	1721358	-0.801054217	5.28E-08
10602	ENSG00000168938	2336	PPIC	peptidylprolyl isomerase C (cyclophilin C) [Source:HGNC Symbol;Acc:HGNC:9256]	5	q23.2	-1	123023250	123036741	-0.93	1.09E-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10603	ENSG00000168939	7311	SPRY3	sprouty RTK signaling antagonist 3 [Source:HGNC Symbol;Acc:HGNC:11271]	X	q28	1	155767812	155782459	-0.23	9.38E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10604	ENSG00000168944	2969	CEP120	centrosomal protein 120kDa [Source:HGNC Symbol;Acc:HGNC:26690]	5	q23.2	-1	123344885	123423592	-0.31	2.63E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10605	ENSG00000168952	13967	STXBP6	syntaxin binding protein 6 (amisyn) [Source:HGNC Symbol;Acc:HGNC:19666]	14	q12	-1	24809656	25050297	-0.01	4.08E-01	7767	STXBP6	syntaxin binding protein 6 (amisyn) [Source:HGNC Symbol;Acc:HGNC:19666]	14	q12	-1	24809656	25050297	0.218488662	0.542981816
10606	ENSG00000168955	15073	TM4SF20	transmembrane 4 L six family member 20 [Source:HGNC Symbol;Acc:HGNC:26230]	2	q36.3	-1	227362156	227381995	0.02	6.27E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10607	ENSG00000168958	9477	MFF	mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]	2	q36.3	1	227325151	227357836	0.16	8.46E-03	3692	MFF	mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]	2	q36.3	1	227325151	227357836	-0.458115987	0.002935462
10608	ENSG00000168961	13709	LGALS9	lectin, galactoside-binding, soluble, 9 [Source:HGNC Symbol;Acc:HGNC:6570]	17	q11.2	1	27629798	27649560	-0.07	3.65E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10609	ENSG00000168970	14644	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough [Source:HGNC Symbol;Acc:HGNC:34449]	15	q15.1	1	41828095	41848155	0.06	5.32E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10610	ENSG00000168993	469	CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	4	p16.3	-1	784957	826198	0.43	1.65E-47	2493	CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	4	p16.3	-1	784957	826198	-0.736799548	2.82E-05
10611	ENSG00000168994	1760	PXDC1	PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]	6	p25.2	-1	3722614	3752026	-0.62	2.34E-23	6113	PXDC1	PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]	6	p25.2	-1	3722614	3752026	-0.209454486	0.160873264
10612	ENSG00000168995	14338	SIGLEC7	sialic acid binding Ig-like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]	19	q13.41	1	51142299	51153526	0.09	4.74E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10613	ENSG00000169018	5148	FEM1B	fem-1 homolog b (C. elegans) [Source:HGNC Symbol;Acc:HGNC:3649]	15	q23	1	68277803	68295865	-0.30	2.35E-08	4127	FEM1B	fem-1 homolog b (C. elegans) [Source:HGNC Symbol;Acc:HGNC:3649]	15	q23	1	68277803	68295865	0.349971636	0.009026626
10614	ENSG00000169019	6419	COMMD8	COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036]	4	p12	-1	47450796	47463719	-0.17	5.28E-06	974	COMMD8	COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036]	4	p12	-1	47450796	47463719	0.92036593	3.85E-12
10615	ENSG00000169020	7505	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E [Source:HGNC Symbol;Acc:HGNC:846]	4	p16.3	-1	672436	674338	0.29	1.51E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10616	ENSG00000169021	13763	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]	19	q12	-1	29205321	29213541	0.05	3.74E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10617	ENSG00000169026	9275	MFSD7	major facilitator superfamily domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26177]	4	p16.3	-1	681829	689441	-0.29	6.06E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10618	ENSG00000169031	13435	COL4A3	collagen, type IV, alpha 3 (Goodpasture antigen) [Source:HGNC Symbol;Acc:HGNC:2204]	2	q36.3	1	227164565	227314792	-0.11	3.19E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10619	ENSG00000169032	4149	MAP2K1	mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]	15	q22.31	1	66386817	66492312	0.45	5.69E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10620	ENSG00000169045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8072	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:HGNC:5041]	5	q35.3	-1	179614178	179634784	0.069375112	0.616150566
10621	ENSG00000169047	4276	IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]	2	q36.3	-1	226731317	226799759	-0.34	1.33E-10	3041	IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]	2	q36.3	-1	226731317	226799759	-0.730780512	0.000418346
10622	ENSG00000169057	1525	MECP2	methyl CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]	X	q28	-1	154021573	154137103	-0.41	6.72E-26	1636	MECP2	methyl CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]	X	q28	-1	154021573	154137103	-0.79641862	4.62E-08
10623	ENSG00000169062	5164	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast) [Source:HGNC Symbol;Acc:HGNC:20332]	13	q34	1	114281584	114305817	0.20	2.48E-08	3134	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast) [Source:HGNC Symbol;Acc:HGNC:20332]	13	q34	1	114281584	114305817	-0.780486299	0.000601387
10624	ENSG00000169064	11522	ZBBX	zinc finger, B-box domain containing [Source:HGNC Symbol;Acc:HGNC:26245]	3	q26.1	-1	167240287	167381346	0.06	9.36E-02	4600	ZBBX	zinc finger, B-box domain containing [Source:HGNC Symbol;Acc:HGNC:26245]	3	q26.1	-1	167240287	167381346	-0.29739697	0.021672333
10625	ENSG00000169071	35	ROR2	receptor tyrosine kinase-like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	9	q22.31	-1	91563091	91950162	-1.24	4.32E-97	2433	ROR2	receptor tyrosine kinase-like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	9	q22.31	-1	91563091	91950162	-0.686936736	1.96E-05
10626	ENSG00000169083	11432	AR	androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]	X	q12	1	67544032	67730619	0.13	8.60E-02	5100	AR	androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]	X	q12	1	67544032	67730619	-0.488901918	0.046772758
10627	ENSG00000169084	13087	DHRSX	dehydrogenase/reductase (SDR family) X-linked [Source:HGNC Symbol;Acc:HGNC:18399]	X	p22.33	-1	2219516	2502805	-0.08	2.69E-01	5271	DHRSX	dehydrogenase/reductase (SDR family) X-linked [Source:HGNC Symbol;Acc:HGNC:18399]	X	p22.33	-1	2219516	2502805	-0.352950797	0.060044217
10628	ENSG00000169085	5315	C8orf46	chromosome 8 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:28498]	8	q13.1	1	66460003	66518524	-0.50	4.81E-08	6606	C8orf46	chromosome 8 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:28498]	8	q13.1	1	66460003	66518524	-0.281090085	0.257116541
10629	ENSG00000169087	8351	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389]	3	q21.1	-1	122740003	122793824	0.12	1.11E-03	1249	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389]	3	q21.1	-1	122740003	122793824	-1.109753133	4.31E-10
10630	ENSG00000169093	9421	ASMTL	acetylserotonin O-methyltransferase-like [Source:HGNC Symbol;Acc:HGNC:751]	X	p22.33	-1	1403139	1453762	-0.18	7.67E-03	5595	ASMTL	acetylserotonin O-methyltransferase-like [Source:HGNC Symbol;Acc:HGNC:751]	X	p22.33	-1	1403139	1453762	0.290179842	0.090604331
10631	ENSG00000169100	1184	SLC25A6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:HGNC Symbol;Acc:HGNC:10992]	X	p22.33	-1	1386152	1392724	0.77	1.00E-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10632	ENSG00000169105	11624	CHST14	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]	15	q15.1	1	40470998	40474571	-0.07	1.02E-01	5505	CHST14	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]	15	q15.1	1	40470998	40474571	-0.268306074	0.082187654
10633	ENSG00000169116	86	PARM1	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]	4	q13.3	1	74933095	75050115	-1.30	4.20E-79	4577	PARM1	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]	4	q13.3	1	74933095	75050115	0.429411747	0.021021432
10634	ENSG00000169118	9694	CSNK1G1	casein kinase 1, gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]	15	q22.31	-1	64165517	64356187	0.11	1.16E-02	5554	CSNK1G1	casein kinase 1, gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]	15	q22.31	-1	64165517	64356187	0.266456601	0.086787015
10635	ENSG00000169122	5940	FAM110B	family with sequence similarity 110, member B [Source:HGNC Symbol;Acc:HGNC:28587]	8	q12.1	1	57994509	58204279	0.19	8.90E-07	8264	FAM110B	family with sequence similarity 110, member B [Source:HGNC Symbol;Acc:HGNC:28587]	8	q12.1	1	57994509	58204279	-0.126790459	0.670615643
10636	ENSG00000169126	4342	ARMC4	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]	10	p12.1	-1	27812164	27999048	-0.36	2.10E-10	7785	ARMC4	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]	10	p12.1	-1	27812164	27999048	-0.149750685	0.547531397
10637	ENSG00000169129	153	AFAP1L2	actin filament associated protein 1-like 2 [Source:HGNC Symbol;Acc:HGNC:25901]	10	q25.3	-1	114294824	114404756	-0.97	1.22E-68	3957	AFAP1L2	actin filament associated protein 1-like 2 [Source:HGNC Symbol;Acc:HGNC:25901]	10	q25.3	-1	114294824	114404756	0.533656543	0.005877263
10638	ENSG00000169136	4855	ATF5	activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]	19	q13.33	1	49928702	49933935	0.59	4.54E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10639	ENSG00000169139	10755	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2 [Source:HGNC Symbol;Acc:HGNC:12495]	8	q11.21	1	48008400	48064708	-0.09	4.32E-02	3601	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2 [Source:HGNC Symbol;Acc:HGNC:12495]	8	q11.21	1	48008400	48064708	-0.472841531	0.002339636
10640	ENSG00000169154	14102	GOT1L1	glutamic-oxaloacetic transaminase 1-like 1 [Source:HGNC Symbol;Acc:HGNC:28487]	8	p11.23	-1	37934281	37940129	0.13	4.33E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10641	ENSG00000169155	10324	ZBTB43	zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]	9	q33.3	1	126805006	126838210	0.05	2.66E-02	7458	ZBTB43	zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]	9	q33.3	1	126805006	126838210	0.121315733	0.455325393
10642	ENSG00000169169	5497	CPT1C	carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]	19	q13.33	1	49690898	49713731	-0.45	1.23E-07	7440	CPT1C	carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]	19	q13.33	1	49690898	49713731	-0.146853019	0.450513779
10643	ENSG00000169174	10983	PCSK9	proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]	1	p32.3	1	55039548	55064852	0.23	5.42E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10644	ENSG00000169180	1066	XPO6	exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]	16	p12.1	-1	28097979	28211920	0.62	1.40E-32	7530	XPO6	exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]	16	p12.1	-1	28097979	28211920	-0.101151366	0.472874505
10645	ENSG00000169181	8875	GSG1L	GSG1-like [Source:HGNC Symbol;Acc:HGNC:28283]	16	p12.1	-1	27787535	28063509	0.21	3.20E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10646	ENSG00000169184	2157	MN1	meningioma (disrupted in balanced translocation) 1 [Source:HGNC Symbol;Acc:HGNC:7180]	22	q12.1	-1	27748277	27801498	-0.57	7.50E-20	929	MN1	meningioma (disrupted in balanced translocation) 1 [Source:HGNC Symbol;Acc:HGNC:7180]	22	q12.1	-1	27748277	27801498	1.828143269	1.30E-12
10647	ENSG00000169188	10696	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2 [Source:HGNC Symbol;Acc:HGNC:17889]	X	p11.21	1	55000357	55009057	0.04	4.06E-02	4211	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2 [Source:HGNC Symbol;Acc:HGNC:17889]	X	p11.21	1	55000357	55009057	-0.409426148	0.011049156
10648	ENSG00000169189	1961	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]	16	p12.1	-1	27224991	27268794	0.56	1.68E-21	6086	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]	16	p12.1	-1	27224991	27268794	-0.166286729	0.157042793
10649	ENSG00000169193	9035	CCDC126	coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]	7	p15.3	1	23597379	23644708	0.22	4.21E-03	2054	CCDC126	coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]	7	p15.3	1	23597379	23644708	0.857024341	1.88E-06
10650	ENSG00000169213	885	RAB3B	RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]	1	p32.3	-1	51907956	51990764	1.04	1.08E-35	6007	RAB3B	RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]	1	p32.3	-1	51907956	51990764	-0.672257518	0.141777117
10651	ENSG00000169217	14368	CD2BP2	CD2 (cytoplasmic tail) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]	16	p11.2	-1	30350766	30355361	-0.03	4.80E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10652	ENSG00000169218	5307	RSPO1	R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]	1	p34.3	-1	37611350	37634923	-0.30	4.65E-08	8028	RSPO1	R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]	1	p34.3	-1	37611350	37634923	0.092557588	0.605567546
10653	ENSG00000169220	11213	RGS14	regulator of G-protein signaling 14 [Source:HGNC Symbol;Acc:HGNC:9996]	5	q35.3	1	177357837	177372601	-0.09	6.92E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10654	ENSG00000169221	15753	TBC1D10B	TBC1 domain family, member 10B [Source:HGNC Symbol;Acc:HGNC:24510]	16	p11.2	-1	30357102	30370264	-0.02	7.91E-01	678	TBC1D10B	TBC1 domain family, member 10B [Source:HGNC Symbol;Acc:HGNC:24510]	16	p11.2	-1	30357102	30370264	-1.216801137	2.56E-15
10655	ENSG00000169223	6660	LMAN2	lectin, mannose-binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]	5	q35.3	-1	177331562	177351852	0.16	1.28E-05	6925	LMAN2	lectin, mannose-binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]	5	q35.3	-1	177331562	177351852	-0.153219718	0.322631224
10656	ENSG00000169224	9933	GCSAML	germinal center-associated, signaling and motility-like [Source:HGNC Symbol;Acc:HGNC:29583]	1	q44	1	247507058	247577690	-0.19	1.61E-02	6682	GCSAML	germinal center-associated, signaling and motility-like [Source:HGNC Symbol;Acc:HGNC:29583]	1	q44	1	247507058	247577690	-0.229423932	0.270276661
10657	ENSG00000169228	3569	RAB24	RAB24, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9765]	5	q35.3	-1	177301198	177303744	0.21	8.68E-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10658	ENSG00000169231	3844	THBS3	thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]	1	q22	-1	155195588	155209051	0.31	7.77E-12	6939	THBS3	thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]	1	q22	-1	155195588	155209051	-0.168160843	0.327022143
10659	ENSG00000169239	2709	CA5B	carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]	X	p22.2	1	15688830	15788409	0.62	1.42E-16	7201	CA5B	carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]	X	p22.2	1	15688830	15788409	-0.164395457	0.391649481
10660	ENSG00000169241	9928	SLC50A1	solute carrier family 50 (sugar efflux transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:30657]	1	q22	1	155135344	155138857	0.14	1.60E-02	7188	SLC50A1	solute carrier family 50 (sugar efflux transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:30657]	1	q22	1	155135344	155138857	-0.163334992	0.389598807
10661	ENSG00000169242	7134	EFNA1	ephrin-A1 [Source:HGNC Symbol;Acc:HGNC:3221]	1	q22	1	155127460	155134857	0.21	5.65E-05	5743	EFNA1	ephrin-A1 [Source:HGNC Symbol;Acc:HGNC:3221]	1	q22	1	155127460	155134857	-0.306212376	0.107114068
10662	ENSG00000169245	9612	CXCL10	chemokine (C-X-C motif) ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	4	q21.1	-1	76021117	76023497	0.95	1.03E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10663	ENSG00000169247	11259	SH3TC2	SH3 domain and tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:29427]	5	q32	-1	148923639	149063163	0.10	7.24E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10664	ENSG00000169249	11875	ZRSR2	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]	X	p22.2	1	15790472	15823260	0.07	1.23E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10665	ENSG00000169251	10893	NMD3	NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]	3	q26.1	1	161104696	161253532	0.13	4.85E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10666	ENSG00000169252	2683	ADRB2	adrenoceptor beta 2, surface [Source:HGNC Symbol;Acc:HGNC:286]	5	q32	1	148825245	148828687	0.63	1.09E-16	4697	ADRB2	adrenoceptor beta 2, surface [Source:HGNC Symbol;Acc:HGNC:286]	5	q32	1	148825245	148828687	-0.504962613	0.025414489
10667	ENSG00000169253	6053			9	q31.3	1	108626833	108627150	0.40	1.45E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10668	ENSG00000169255	3738	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]	3	q26.1	-1	161083883	161105384	-0.37	3.27E-12	2200	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]	3	q26.1	-1	161083883	161105384	0.950051002	5.23E-06
10669	ENSG00000169258	9044	GPRIN1	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]	5	q35.2	-1	176595802	176610133	0.35	4.29E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10670	ENSG00000169271	4808	HSPB3	heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:HGNC:5248]	5	q11.2	1	54455601	54456384	-0.42	3.51E-09	7445	HSPB3	heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:HGNC:5248]	5	q11.2	1	54455601	54456384	-0.283466325	0.452115751
10671	ENSG00000169282	79	KCNAB1	potassium channel, voltage gated subfamily A regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228]	3	q25.31	1	156037701	156539138	-1.57	4.48E-82	1389	KCNAB1	potassium channel, voltage gated subfamily A regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228]	3	q25.31	1	156037701	156539138	1.398330847	2.31E-09
10672	ENSG00000169288	9637	MRPL1	mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]	4	q21.1	1	77862520	77952790	-0.15	1.06E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10673	ENSG00000169291	6627	SHE	Src homology 2 domain containing E [Source:HGNC Symbol;Acc:HGNC:27004]	1	q21.3	-1	154469772	154502113	-0.28	1.16E-05	2791	SHE	Src homology 2 domain containing E [Source:HGNC Symbol;Acc:HGNC:27004]	1	q21.3	-1	154469772	154502113	0.874954194	0.000132468
10674	ENSG00000169299	14034	PGM2	phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]	4	p14	1	37826633	37862937	0.04	4.21E-01	6225	PGM2	phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]	4	p14	1	37826633	37862937	-0.261181526	0.181968784
10675	ENSG00000169302	10134	STK32A	serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317]	5	q32	1	147234963	147387852	-0.23	2.03E-02	9066	STK32A	serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317]	5	q32	1	147234963	147387852	-0.034390648	0.87766768
10676	ENSG00000169306	1841	IL1RAPL1	interleukin 1 receptor accessory protein-like 1 [Source:HGNC Symbol;Acc:HGNC:5996]	X	p21.3	1	28587399	29956723	1.10	1.36E-22	5643	IL1RAPL1	interleukin 1 receptor accessory protein-like 1 [Source:HGNC Symbol;Acc:HGNC:5996]	X	p21.3	1	28587399	29956723	0.537816762	0.09696388
10677	ENSG00000169314	11281	C22orf15	chromosome 22 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:15558]	22	q11.23	1	23763021	23765861	-0.10	7.39E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10678	ENSG00000169330	4691	KIAA1024	KIAA1024 [Source:HGNC Symbol;Acc:HGNC:29172]	15	q25.1	1	79432516	79472290	0.41	1.86E-09	6452	KIAA1024	KIAA1024 [Source:HGNC Symbol;Acc:HGNC:29172]	15	q25.1	1	79432516	79472290	0.231034565	0.226919098
10679	ENSG00000169340	11949	PDILT	protein disulfide isomerase-like, testis expressed [Source:HGNC Symbol;Acc:HGNC:27338]	16	p12.3	-1	20359170	20404737	0.21	1.30E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10680	ENSG00000169344	11773	UMOD	uromodulin [Source:HGNC Symbol;Acc:HGNC:12559]	16	p12.3	-1	20333052	20356301	0.22	1.16E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10681	ENSG00000169347	15106	GP2	glycoprotein 2 (zymogen granule membrane) [Source:HGNC Symbol;Acc:HGNC:4441]	16	p12.3	-1	20309572	20327808	-0.13	6.37E-01	9130	GP2	glycoprotein 2 (zymogen granule membrane) [Source:HGNC Symbol;Acc:HGNC:4441]	16	p12.3	-1	20309572	20327808	-0.066766376	0.893457081
10682	ENSG00000169359	5201	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:95]	3	q25.31	-1	155821024	155854429	0.25	2.89E-08	984	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:95]	3	q25.31	-1	155821024	155854429	-0.87291267	4.50E-12
10683	ENSG00000169371	14946	SNUPN	snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]	15	q24.2	-1	75598083	75626469	-0.07	5.98E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10684	ENSG00000169372	11160	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain [Source:HGNC Symbol;Acc:HGNC:2340]	12	q22	1	93677375	93894840	-0.06	6.50E-02	788	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain [Source:HGNC Symbol;Acc:HGNC:2340]	12	q22	1	93677375	93894840	-1.32453101	6.67E-14
